State,"Prices February, 2022 (Rs./Quintal)","Prices January, 2022 (Rs./Quintal)","Prices February, 2021 (Rs./Quintal)",Change (Over Previous Month),Change (Over Previous Year),Commodity,Year,Month,"Prices March, 2022 (Rs./Quintal)","Prices March, 2021 (Rs./Quintal)","Prices April, 2022 (Rs./Quintal)","Prices April, 2021 (Rs./Quintal)","Prices May, 2022 (Rs./Quintal)","Prices May, 2021 (Rs./Quintal)","Prices June, 2022 (Rs./Quintal)","Prices June, 2021 (Rs./Quintal)","Prices July, 2022 (Rs./Quintal)","Prices July, 2021 (Rs./Quintal)","Prices August, 2022 (Rs./Quintal)","Prices August, 2021 (Rs./Quintal)","Prices September, 2022 (Rs./Quintal)","Prices September, 2021 (Rs./Quintal)","Prices October, 2022 (Rs./Quintal)","Prices October, 2021 (Rs./Quintal)","Prices November, 2022 (Rs./Quintal)","Prices November, 2021 (Rs./Quintal)","Prices December, 2022 (Rs./Quintal)","Prices December, 2021 (Rs./Quintal)","Prices January, 2023 (Rs./Quintal)","Prices February, 2023 (Rs./Quintal)","Prices March, 2023 (Rs./Quintal)","Prices April, 2023 (Rs./Quintal)","Prices May, 2023 (Rs./Quintal)","Prices June, 2023 (Rs./Quintal)","Prices July, 2023 (Rs./Quintal)","Prices August, 2023 (Rs./Quintal)","Prices September, 2023 (Rs./Quintal)","Prices October, 2023 (Rs./Quintal)","Prices November, 2023 (Rs./Quintal)","Prices December, 2023 (Rs./Quintal)","Prices January, 2024 (Rs./Quintal)","Prices February, 2024 (Rs./Quintal)","Prices March, 2024 (Rs./Quintal)","Prices May, 2024 (Rs./Quintal)","Prices April, 2024 (Rs./Quintal)","Prices June, 2024 (Rs./Quintal)","Prices August, 2024 (Rs./Quintal)","Prices July, 2024 (Rs./Quintal)","Prices September, 2024 (Rs./Quintal)","Prices October, 2024 (Rs./Quintal)","Prices November, 2024 (Rs./Quintal)","Prices December, 2024 (Rs./Quintal)","Prices January, 2021 (Rs./Quintal)"
Telangana,,,,60.5,21.0,Ragi,2023,11,,,,,,,,,,,,,,,,,2546.56,,,,,,,,,,,,,1919.51,3081.26,,,,,,,,,,,,,,
Chattisgarh,,,,21.7,11.5,Ragi,2023,12,,,,,,,,,,,,,,,,,,,2728.97,,,,,,,,,,,,2500.0,3043.39,,,,,,,,,,,,,
Karnataka,,,,1.2,44.9,Ragi,2023,12,,,,,,,,,,,,,,,,,,,2332.83,,,,,,,,,,,,3338.86,3380.27,,,,,,,,,,,,,
Kerala,,,,0.2,2.8,Ragi,2023,12,,,,,,,,,,,,,,,,,,,3750.0,,,,,,,,,,,,3850.0,3856.25,,,,,,,,,,,,,
Maharashtra,,,,,,Ragi,2023,12,,,,,,,,,,,,,,,,,,,3783.33,,,,,,,,,,,,4260.0,,,,,,,,,,,,,,
Odisha,,,,,,Ragi,2023,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,,,,,,,,,,,,,
Pondicherry,,,,,66.3,Ragi,2023,12,,,,,,,,,,,,,,,,,,,2242.0,,,,,,,,,,,,,3728.11,,,,,,,,,,,,,
Tamil Nadu,,,,5.4,6.7,Ragi,2023,12,,,,,,,,,,,,,,,,,,,2817.7,,,,,,,,,,,,2853.0,3006.01,,,,,,,,,,,,,
Telangana,,,,14.4,27.1,Ragi,2023,12,,,,,,,,,,,,,,,,,,,2774.29,,,,,,,,,,,,3081.26,3525.25,,,,,,,,,,,,,
Chattisgarh,,,,-5.1,-3.8,Ragi,2024,1,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,3043.39,2887.5,,,,,,,,,,,,
Karnataka,,,,-3.9,34.1,Ragi,2024,1,,,,,,,,,,,,,,,,,,,,,2421.68,,,,,,,,,,,3380.27,3247.38,,,,,,,,,,,,
Kerala,,,,0.2,3.0,Ragi,2024,1,,,,,,,,,,,,,,,,,,,,,3750.0,,,,,,,,,,,3856.25,3862.65,,,,,,,,,,,,
Maharashtra,,,,,14.5,Ragi,2024,1,,,,,,,,,,,,,,,,,,,,,3800.0,,,,,,,,,,,,4350.0,,,,,,,,,,,,
Odisha,,,,,,Ragi,2024,1,,,,,,,,,,,,,,,,,,,,,4891.23,,,,,,,,,,,2800.0,,,,,,,,,,,,,
Pondicherry,,,,,,Ragi,2024,1,,,,,,,,,,,,,,,,,,,,,2511.9,,,,,,,,,,,3728.11,,,,,,,,,,,,,
Tamil Nadu,,,,-2.7,7.1,Ragi,2024,1,,,,,,,,,,,,,,,,,,,,,2731.56,,,,,,,,,,,3006.01,2925.74,,,,,,,,,,,,
Telangana,,,,,,Ragi,2024,1,,,,,,,,,,,,,,,,,,,,,2711.26,,,,,,,,,,,3525.25,,,,,,,,,,,,,
Chattisgarh,,,,33.3,196.9,Ragi,2024,2,,,,,,,,,,,,,,,,,,,,,,1296.26,,,,,,,,,,,2887.5,3848.03,,,,,,,,,,,
Karnataka,,,,-2.9,27.3,Ragi,2024,2,,,,,,,,,,,,,,,,,,,,,,2476.72,,,,,,,,,,,3247.38,3153.5,,,,,,,,,,,
Kerala,,,,8.1,11.3,Ragi,2024,2,,,,,,,,,,,,,,,,,,,,,,3750.0,,,,,,,,,,,3862.65,4175.0,,,,,,,,,,,
Maharashtra,,,,-0.2,12.1,Ragi,2024,2,,,,,,,,,,,,,,,,,,,,,,3875.0,,,,,,,,,,,4350.0,4342.86,,,,,,,,,,,
Odisha,,,,,,Ragi,2024,2,,,,,,,,,,,,,,,,,,,,,,3650.0,,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,,,Ragi,2024,2,,,,,,,,,,,,,,,,,,,,,,2665.71,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,3.2,8.7,Ragi,2024,2,,,,,,,,,,,,,,,,,,,,,,2778.0,,,,,,,,,,,2925.74,3018.22,,,,,,,,,,,
Telangana,,,,,,Ragi,2024,2,,,,,,,,,,,,,,,,,,,,,,7309.34,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-11.9,39.1,Ragi,2024,3,,,,,,,,,,,,,,,,,,,,,,,2437.23,,,,,,,,,,,3848.03,3390.57,,,,,,,,,,
Karnataka,,,,2.5,24.8,Ragi,2024,3,,,,,,,,,,,,,,,,,,,,,,,2588.76,,,,,,,,,,,3153.5,3231.33,,,,,,,,,,
Kerala,,,,1.8,13.3,Ragi,2024,3,,,,,,,,,,,,,,,,,,,,,,,3750.0,,,,,,,,,,,4175.0,4250.61,,,,,,,,,,
Maharashtra,,,,-2.4,8.7,Ragi,2024,3,,,,,,,,,,,,,,,,,,,,,,,3900.0,,,,,,,,,,,4342.86,4237.65,,,,,,,,,,
Odisha,,,,,,Ragi,2024,3,,,,,,,,,,,,,,,,,,,,,,,3650.0,,,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,,,Ragi,2024,3,,,,,,,,,,,,,,,,,,,,,,,2907.38,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,5.3,7.2,Ragi,2024,3,,,,,,,,,,,,,,,,,,,,,,,2965.58,,,,,,,,,,,3018.22,3179.29,,,,,,,,,,
Telangana,,,,,,Ragi,2024,3,,,,,,,,,,,,,,,,,,,,,,,2959.05,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-5.6,32.5,Ragi,2024,4,,,,,,,,,,,,,,,,,,,,,,,,2415.44,,,,,,,,,,,3390.57,,3200.0,,,,,,,,
Karnataka,,,,-9.5,17.3,Ragi,2024,4,,,,,,,,,,,,,,,,,,,,,,,,2491.59,,,,,,,,,,,3231.33,,2922.93,,,,,,,,
Kerala,,,,-0.0,11.6,Ragi,2024,4,,,,,,,,,,,,,,,,,,,,,,,,3807.14,,,,,,,,,,,4250.61,,4250.0,,,,,,,,
Maharashtra,,,,-2.2,,Ragi,2024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237.65,,4143.64,,,,,,,,
Pondicherry,,,,,,Ragi,2024,4,,,,,,,,,,,,,,,,,,,,,,,,2878.58,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,4.6,8.6,Ragi,2024,4,,,,,,,,,,,,,,,,,,,,,,,,3064.02,,,,,,,,,,,3179.29,,3326.45,,,,,,,,
Telangana,,,,,29.1,Ragi,2024,4,,,,,,,,,,,,,,,,,,,,,,,,2564.82,,,,,,,,,,,,,3310.62,,,,,,,,
Chattisgarh,,,,1.1,28.2,Ragi,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,2523.81,,,,,,,,,,,3235.96,3200.0,,,,,,,,
Karnataka,,,,7.4,22.6,Ragi,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,2560.75,,,,,,,,,,,3139.47,2922.93,,,,,,,,
Kerala,,,,0.0,13.3,Ragi,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,3750.0,,,,,,,,,,,4250.59,4250.0,,,,,,,,
Maharashtra,,,,1.8,,Ragi,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4217.57,4143.64,,,,,,,,
Odisha,,,,,,Ragi,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,
Pondicherry,,,,,,Ragi,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,2969.8,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,-2.0,43.3,Ragi,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,2274.62,,,,,,,,,,,3259.93,3326.45,,,,,,,,
Telangana,,,,7.5,33.0,Ragi,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,2676.23,,,,,,,,,,,3558.36,3310.62,,,,,,,,
Chattisgarh,,,,-7.8,19.3,Ragi,2024,6,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,,,,3235.96,,2983.15,,,,,,,
Karnataka,,,,4.9,24.8,Ragi,2024,6,,,,,,,,,,,,,,,,,,,,,,,,,,2639.33,,,,,,,,,,3139.47,,3294.5,,,,,,,
Kerala,,,,0.0,13.4,Ragi,2024,6,,,,,,,,,,,,,,,,,,,,,,,,,,3750.0,,,,,,,,,,4250.59,,4250.91,,,,,,,
Maharashtra,,,,1.1,,Ragi,2024,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4217.57,,4266.03,,,,,,,
Pondicherry,,,,,,Ragi,2024,6,,,,,,,,,,,,,,,,,,,,,,,,,,2937.91,,,,,,,,,,,,,,,,,,,
Tamil Nadu,,,,1.3,51.9,Ragi,2024,6,,,,,,,,,,,,,,,,,,,,,,,,,,2174.88,,,,,,,,,,3259.93,,3303.73,,,,,,,
Telangana,,,,0.1,61.4,Ragi,2024,6,,,,,,,,,,,,,,,,,,,,,,,,,,2206.17,,,,,,,,,,3558.36,,3560.48,,,,,,,
Chattisgarh,,,,4.3,4.0,Ragi,2024,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2991.26,,,,,,,,,,,2983.15,,3111.11,,,,,
Karnataka,,,,-0.3,12.0,Ragi,2024,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2933.89,,,,,,,,,,,3294.5,,3285.08,,,,,
Kerala,,,,-2.9,10.1,Ragi,2024,7,,,,,,,,,,,,,,,,,,,,,,,,,,,3750.0,,,,,,,,,,,4250.91,,4128.33,,,,,
Madhya Pradesh,,,,,,Ragi,2024,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725.0,,,,,
Maharashtra,,,,0.7,,Ragi,2024,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4266.03,,4296.0,,,,,
Pondicherry,,,,,9.4,Ragi,2024,7,,,,,,,,,,,,,,,,,,,,,,,,,,,3343.71,,,,,,,,,,,,,3657.6,,,,,
Tamil Nadu,,,,-5.6,17.9,Ragi,2024,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2646.64,,,,,,,,,,,3303.73,,3119.81,,,,,
Telangana,,,,-7.3,230.1,Ragi,2024,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,3560.48,,3300.5,,,,,
Chattisgarh,,,,-3.8,-0.0,Ragi,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2992.13,,,,,,,,,,,2991.8,3111.11,,,,,
Karnataka,,,,-1.4,4.2,Ragi,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3110.25,,,,,,,,,,,3240.58,3285.08,,,,,
Kerala,,,,-1.9,8.0,Ragi,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750.0,,,,,,,,,,,4050.0,4128.33,,,,,
Madhya Pradesh,,,,,,Ragi,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725.0,,,,,
Maharashtra,,,,6.9,31.2,Ragi,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,,,,,,,,,,,4592.77,4296.0,,,,,
Pondicherry,,,,-1.0,8.0,Ragi,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3352.17,,,,,,,,,,,3620.02,3657.6,,,,,
Tamil Nadu,,,,6.7,19.1,Ragi,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2794.43,,,,,,,,,,,3329.22,3119.81,,,,,
Telangana,,,,20.9,243.9,Ragi,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0,,,,,,,,,,,3989.85,3300.5,,,,,
Chattisgarh,,,,0.3,20.0,Ragi,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,,,,2991.8,,2999.72,,,,
Karnataka,,,,-2.5,-2.0,Ragi,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222.91,,,,,,,,,,3240.58,,3159.19,,,,
Kerala,,,,1.3,9.4,Ragi,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750.0,,,,,,,,,,4050.0,,4102.94,,,,
Maharashtra,,,,0.7,,Ragi,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4592.77,,4625.74,,,,
Odisha,,,,,,Ragi,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,,,,,,,,,,,,,,,,
Pondicherry,,,,-5.1,-0.3,Ragi,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3447.87,,,,,,,,,,3620.02,,3436.26,,,,
Tamil Nadu,,,,-1.4,18.2,Ragi,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2776.9,,,,,,,,,,3329.22,,3283.48,,,,
Telangana,,,,-4.6,250.9,Ragi,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.75,,,,,,,,,,3989.85,,3806.12,,,,
Chattisgarh,,,,16.7,40.0,Ragi,2024,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,,,,,2999.72,3500.0,,,
Karnataka,,,,1.6,-1.0,Ragi,2024,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3242.09,,,,,,,,,,,3159.19,3208.49,,,
Kerala,,,,6.6,13.7,Ragi,2024,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3845.65,,,,,,,,,,,4102.94,4372.22,,,
Maharashtra,,,,2.2,13.9,Ragi,2024,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150.0,,,,,,,,,,,4625.74,4725.95,,,
Pondicherry,,,,4.1,0.4,Ragi,2024,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3561.39,,,,,,,,,,,3436.26,3577.0,,,
Tamil Nadu,,,,44.0,49.5,Ragi,2024,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3163.21,,,,,,,,,,,3283.48,4728.51,,,
Telangana,,,,-23.3,52.0,Ragi,2024,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919.51,,,,,,,,,,,3806.12,2918.44,,,
Chattisgarh,,,,,,Ragi,2024,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,,,,,3500.0,,,
Karnataka,,,,-0.8,-4.7,Ragi,2024,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3338.86,,,,,,,,,,,3208.49,3183.32,,
Kerala,,,,-0.5,13.0,Ragi,2024,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850.0,,,,,,,,,,,4372.22,4350.0,,
Madhya Pradesh,,,,,,Ragi,2024,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2273.37,,
Maharashtra,,,,2.5,13.8,Ragi,2024,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4260.0,,,,,,,,,,,4725.95,4845.65,,
Pondicherry,,,,-3.7,,Ragi,2024,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3577.0,3445.19,,
Tamil Nadu,,,,-28.2,18.9,Ragi,2024,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2853.0,,,,,,,,,,,4728.51,3393.77,,
Telangana,,,,-0.2,-5.4,Ragi,2024,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081.26,,,,,,,,,,,2918.44,2913.76,,
Chattisgarh,,,,,33.9,Ragi,2024,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3043.39,,,,,,,,,,,,4075.0,
Karnataka,,,,3.2,-2.8,Ragi,2024,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3380.27,,,,,,,,,,,3183.32,3285.49,
Kerala,,,,0.0,12.8,Ragi,2024,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3856.25,,,,,,,,,,,4350.0,4350.0,
Madhya Pradesh,,,,,,Ragi,2024,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2273.37,,
Maharashtra,,,,-0.7,,Ragi,2024,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845.65,4811.63,
Odisha,,,,,,Ragi,2024,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,,,,,,,,,,,,,
Pondicherry,,,,-1.3,-8.8,Ragi,2024,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3728.11,,,,,,,,,,,3445.19,3399.0,
Tamil Nadu,,,,2.2,15.3,Ragi,2024,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3006.01,,,,,,,,,,,3393.77,3467.56,
Telangana,,,,19.3,-1.4,Ragi,2024,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3525.25,,,,,,,,,,,2913.76,3477.13,
Andhra Pradesh,,1676.0,,9.7,34.2,Maize,2022,1,,,,,,,,,,,,,,,,,,,,1527.72,,,,,,,,,,,,,,,,,,,,,,,,,1248.82
Bihar,,1971.64,,,,Maize,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,1650.94,,8.6,33.7,Maize,2022,1,,,,,,,,,,,,,,,,,,,,1520.36,,,,,,,,,,,,,,,,,,,,,,,,,1234.91
Gujarat,,1846.94,,4.4,24.6,Maize,2022,1,,,,,,,,,,,,,,,,,,,,1768.49,,,,,,,,,,,,,,,,,,,,,,,,,1482.81
Jharkhand,,,,,,Maize,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0
Karnataka,,1745.37,,8.1,33.5,Maize,2022,1,,,,,,,,,,,,,,,,,,,,1614.04,,,,,,,,,,,,,,,,,,,,,,,,,1306.95
Madhya Pradesh,,1710.37,,11.3,41.0,Maize,2022,1,,,,,,,,,,,,,,,,,,,,1536.63,,,,,,,,,,,,,,,,,,,,,,,,,1212.8
Maharashtra,,1736.19,,9.7,32.9,Maize,2022,1,,,,,,,,,,,,,,,,,,,,1582.08,,,,,,,,,,,,,,,,,,,,,,,,,1306.18
Manipur,,3300.0,,,,Maize,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT of Delhi,,1999.93,,,,Maize,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,,1497.87,,-7.5,16.8,Maize,2022,1,,,,,,,,,,,,,,,,,,,,1618.38,,,,,,,,,,,,,,,,,,,,,,,,,1282.42
Punjab,,,,,,Maize,2022,1,,,,,,,,,,,,,,,,,,,,1926.5,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,,1819.94,,10.8,32.6,Maize,2022,1,,,,,,,,,,,,,,,,,,,,1643.34,,,,,,,,,,,,,,,,,,,,,,,,,1372.12
Tamil Nadu,,1776.2,,13.7,33.0,Maize,2022,1,,,,,,,,,,,,,,,,,,,,1561.87,,,,,,,,,,,,,,,,,,,,,,,,,1335.77
Telangana,,1848.07,,1.9,35.0,Maize,2022,1,,,,,,,,,,,,,,,,,,,,1814.09,,,,,,,,,,,,,,,,,,,,,,,,,1368.97
Uttar Pradesh,,1719.04,,0.1,2.6,Maize,2022,1,,,,,,,,,,,,,,,,,,,,1717.89,,,,,,,,,,,,,,,,,,,,,,,,,1675.14
Uttarakhand,,1894.87,,,,Maize,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,1670.73,1676.0,1340.34,-0.3,24.6,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,1797.82,1971.64,,-8.8,,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,1644.17,1650.94,1251.0,-0.4,31.4,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,1936.2,1846.94,1453.53,4.8,33.2,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,,,1700.0,,,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,1922.06,1745.37,1422.19,10.1,35.1,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,1848.23,1710.37,1241.51,8.1,48.9,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,1836.54,1736.19,1311.9,5.8,40.0,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manipur,3300.0,3300.0,,0.0,,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT of Delhi,,1999.93,,,,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,1458.79,1497.87,1255.76,-2.6,16.2,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,1989.71,1819.94,1343.97,9.3,48.0,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,1954.41,1776.2,1360.17,10.0,43.7,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,1843.02,1848.07,1467.56,-0.3,25.6,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,1781.85,1719.04,1422.41,3.6,25.3,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,,1894.87,,,,Maize,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,1670.73,,,15.0,28.1,Maize,2022,3,1921.68,1499.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,1797.82,,,-1.0,,Maize,2022,3,1779.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,1644.17,,,7.3,26.5,Maize,2022,3,1764.97,1394.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,1936.2,,,15.7,42.2,Maize,2022,3,2240.77,1575.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana,,,,,,Maize,2022,3,,358.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,,,,,,Maize,2022,3,,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,1922.06,,,11.0,43.0,Maize,2022,3,2132.92,1492.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,1848.23,,,9.2,57.3,Maize,2022,3,2017.47,1282.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,1836.54,,,12.3,44.9,Maize,2022,3,2062.99,1423.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manipur,3300.0,,,-6.7,,Maize,2022,3,3077.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,1458.79,,,8.6,22.5,Maize,2022,3,1583.95,1292.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,1989.71,,,9.3,49.4,Maize,2022,3,2174.99,1455.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,1954.41,,,4.4,37.7,Maize,2022,3,2041.18,1481.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telangana,1843.02,,,2.2,5.0,Maize,2022,3,1884.54,1794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,1781.85,,,2.2,30.2,Maize,2022,3,1821.12,1398.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,,,,,,Maize,2022,3,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,,,,7.8,58.0,Maize,2022,4,1921.68,,2071.27,1311.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,,,,13.8,,Maize,2022,4,1779.86,,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,,,,-6.2,9.7,Maize,2022,4,1764.97,,1655.48,1508.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat,,,,1.5,37.8,Maize,2022,4,2240.77,,2274.99,1651.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,,,,,,Maize,2022,4,,,,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,,,,4.2,43.5,Maize,2022,4,2132.92,,2221.84,1548.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,,,,2.9,54.5,Maize,2022,4,2017.47,,2076.62,1344.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,,,,4.9,49.7,Maize,2022,4,2062.99,,2163.24,1444.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
